id,nazwa_firmy,adres,miasto,www,telefon,kraj,types
ChIJOTKZgGotZUcRC_e60lOwfK8,HooKah.si Ljubljana - specializirana tobačna trgovina. Shisha shop. Head shop. Tobacco shop.,"Rimska cesta 17, 1000 Ljubljana, Slovenia",,https://hookah.si/,069 920 085,SI,"store, point_of_interest, establishment"
ChIJJ8CssV0tZUcRhdhU7wiWPTU,"Tobačna grosist d.o.o., tobačna ulica 5, Ljubljana","C. 24. Junija 90, 1000 Ljubljana, Slovenia",,http://www.tobacna-grosist.si/,(01) 477 71 00,SI,"store, point_of_interest, establishment"
ChIJFZqNQRkzZUcR2jubusZLRs4,Tobacco 3DVA d.o.o.,"C. 24. Junija 90-1231, 1231 Ljubljana - Črnuče, Slovenia",,http://www.trafika3dva.si/,(01) 477 73 19,SI,"store, point_of_interest, establishment"
ChIJ2T6mKGEtZUcReVkndiMBP5A,Havana Cigar Point,"Trg republike 2, 1000 Ljubljana, Slovenia",,,(01) 425 42 58,SI,"store, point_of_interest, establishment"
ChIJvQyrdJAyZUcRxjeiUHwIE0g,Pyur Smoke,"Bežigrad 6, 1000 Ljubljana, Slovenia",,https://www.pyursmoke.si/,041 255 934,SI,"store, point_of_interest, establishment"
ChIJg0nq3JwyZUcRwKlzEin0B7U,Belidim Ljubljana CENTER - Premium Vape & CBD Shop,"Trubarjeva cesta 20, 1000 Ljubljana, Slovenia",,https://belidim.com/,040 342 882,SI,"store, point_of_interest, establishment"
ChIJFfEwu-ItZUcRPEMb5wUbKRQ,TROJASHISHA- ADALYA SHop,"Dolenjska cesta 11, 1000 Ljubljana, Slovenia",,http://www.trojashisha.si/,040 222 454,SI,"warehouse_store, store, point_of_interest, service, establishment"
ChIJazCfYOkzZUcR-pd2kBuBn0E,BELIDIM - Premium Vape & CBD shop,"Šmartinska c. 152, 1000 Ljubljana, Slovenia",,https://belidim.si/,040 545 313,SI,"store, point_of_interest, establishment"
ChIJg7_wr291b0cR8JjsYq0EpyY,Smoke shop 420,"Celovška cesta 160, 1000 Ljubljana, Slovenia",,https://wa.me/16722037008,,SI,"store, point_of_interest, establishment"
ChIJ5TH8lZwtZUcRk1lDj_IVt5k,Q STORE: Trgovina z brezdimnimi izdelki,"Shopping Center Supernova Rudnik, Jurčkova Cesta 223, 1000 Ljubljana, Slovenia",,https://www.iqos.com/si/sl/home.html,080 9696,SI,"store, point_of_interest, establishment"
ChIJzRADOgAzZUcRMlbOyjxIq-0,Fuga Store,"Celovška cesta 62, 1000 Ljubljana, Slovenia",,,031 584 593,SI,"store, point_of_interest, establishment"
ChIJL_Ygr2IzZUcRlec-UOI4Xd0,Q STORE: Trgovina z brezdimnimi izdelki,"Shopping Center Citypark, Moskovska ulica 4, 1000 Ljubljana, Slovenia",,https://www.iqos.com/si/sl/home.html,080 9696,SI,"store, point_of_interest, establishment"
ChIJOe_ngYwtZUcRZI1aqaTr8uE,BELIDIM - Premium Vape & CBD shop,"Jurčkova Cesta 225, 1000 Ljubljana, Slovenia",,https://www.belidim.si/,040 554 082,SI,"store, point_of_interest, establishment"
ChIJlWJyTt0yZUcR-0_rFMDnL-c,JT International Ljubljana,"Ogrinčeva ulica 4, 1000 Ljubljana, Slovenia",,,,SI,"wholesaler, manufacturer, point_of_interest, service, establishment"
ChIJCeL04Z0zZUcRS-qeG-FCjmI,"Prodaja časopisov in tobačnih izdelkov, Špela Radić s.p.","Novo Polje, cesta VII 135, 1260 Ljubljana - Polje, Slovenia",,,,SI,"book_store, store, point_of_interest, establishment"
ChIJDWofL8AzZUcR3tMLWbMFppA,Cigar Lounge Bar,"Madžarska ul. 300, 1000 Ljubljana, Slovenia",,https://cigarlounge.si/,069 616 541,SI,"bar, store, point_of_interest, establishment"
ChIJqconxuLMekcRJT4uQZ9SnHM,Trafika 3DVA d.o.o.,"Celovška cesta 479, 1210 Ljubljana - Šentvid, Slovenia",,,,SI,"store, point_of_interest, establishment"
ChIJXwca83szZUcR_uVRu3UdhS0,The Clouds Space,"Šmartinska c. 64, 1000 Ljubljana, Slovenia",,https://linktr.ee/MayaClouds8,,SI,"store, point_of_interest, establishment"
ChIJhUJnu6wzZUcRASS1HAFK1Ys,"VAPORIZER, Prodajalna elektronskih uparjalnikov za zelišča","Trubarjeva cesta 18, 1000 Ljubljana, Slovenia",,,,SI,"store, health, point_of_interest, service, establishment"
ChIJ-2HtjJwyZUcRO8aZ_herOz0,Hadouta Shisha Lounge,"Kolodvorska ulica 20, 1000 Ljubljana, Slovenia",,http://www.hadouta.si/,051 435 215,SI,"hookah_bar, wholesaler, manufacturer, store, food, point_of_interest, service, establishment"
