id,nazwa_firmy,adres,miasto,www,telefon,kraj,types
ChIJK5sPHDGVEkcRzRqvUyZw_0M,Doutníky-RB,"Bašty 414/4, 602 00 Brno-střed-Brno-město, Czechia",,https://www.doutniky-rb.cz/,739 690 866,CZ,"store, point_of_interest, establishment"
ChIJl07OSFmUEkcR8MecufirvLA,Stanislaw Cigar & Pipe Shop,"Příkop 6/838, Zábrdovice Brno-střed, Zábrdovice CZ, IBC, Příkop 6, 602 00 Brno-střed-přízemí, Czechia",,https://www.mostex.cz/prodejny.html,545 175 020,CZ,"store, point_of_interest, establishment"
ChIJ482EuqiVEkcRFVOGGJPBAnM,"TOBACCO DC, s.r.o.","Merhautova 153, 614 00 Brno-sever, Czechia",,http://tobaccodc.cz/,737 849 820,CZ,"store, point_of_interest, establishment"
ChIJQY0VwFqUEkcRbVrBpU0_PtE,Tobacco Moravia s.r.o.,"Česká 247/32, 602 00 Brno-střed-Brno-město, Czechia",,,,CZ,"store, point_of_interest, establishment"
ChIJ6RaTE6yVEkcRFRKZ8j_GLqE,Tobacco Moravia s.r.o.,"12, Renneská tř. 393, 639 00 Brno-střed-Štýřice, Czechia",,,736 631 586,CZ,"store, point_of_interest, establishment"
ChIJb2WTlFqUEkcR2yFUrKNynGs,TOBACCO VALMONT,"Joštova 137/6, 602 00 Brno-Brno-střed, Czechia",,http://www.valmont.cz/,603 192 837,CZ,"book_store, store, point_of_interest, establishment"
ChIJkbl0qvaVEkcRpuEihpNncp0,"GGT CZ, a.s.","Jihlavská 31, 625 00 Brno-Brno-Starý Lískovec, Czechia",,http://www.ggtabak.cz/,354 354 354,CZ,"wholesaler, service, point_of_interest, establishment"
ChIJe5E1RzqVEkcRzM_UtpK34_Q,Tobacc DC trafika,"Minoritská 12, 602 00 Brno-střed, Czechia",,,,CZ,"store, point_of_interest, establishment"
ChIJR4Xj0liVEkcRv4ho0C7S6Kc,Prodejna eJuice.cz,"Křenová 209/63, 602 00 Brno-střed, Czechia",,http://www.ejuice.cz/,602 642 599,CZ,"store, point_of_interest, establishment"
ChIJo6log_6TEkcRXpXfcH5PwoA,Tobacco shop,"Hudcova 76, 621 00 Brno-Medlánky, Czechia",,,,CZ,"store, point_of_interest, establishment"
ChIJpVkgpF2VEkcRmPq8_b6yd5w,Moje Trafika na Vídeňské,"Vídeňská 280/73, 639 00 Brno-střed-Štýřice, Czechia",,,,CZ,"store, point_of_interest, establishment"
ChIJb9H1FECVEkcRTUz9_bS_n80,Tabák Valmont,"Vídeňská 281, 639 00 Brno-střed, Czechia",,https://www.valmont.cz/,724 160 909,CZ,"store, point_of_interest, establishment"
ChIJWUdKRjiVEkcRa85waOzSHpY,MAKRO Cash & Carry,"Kaštanová 506/50, 620 00 Brno-Tuřany, Czechia",,https://www.makro.cz/prodejny/brno?utm_source=gmb&utm_medium=organic&utm_content=website&utm_term=brno,281 083 083,CZ,"store, wholesaler, service, point_of_interest, establishment"
ChIJO09-jumXEkcROAU6aa_JysI,Kryptonit Kratom,"Teyschlova 1, 635 00 Brno-Bystrc, Czechia",,https://www.kryptonite.life/,735 091 294,CZ,"store, point_of_interest, establishment"
ChIJDb8WC__qEkcR188hkrCfnHc,"GECO, a.s.","117, Brněnská 1708, 664 51 Šlapanice-Šlapanice u Brna, Czechia",,https://www.geco.cz/spotrebitel,544 423 110,CZ,"warehouse_store, store, point_of_interest, establishment"
ChIJkWqaKkuVEkcR9Xm2ovB8S0w,TRAFICON,"Mečová 2, 602 00 Brno-Brno-střed, Czechia",,http://traficon.cz/,770 387 291,CZ,"store, point_of_interest, establishment"
ChIJ_ZiHcwyVEkcRn3vngCR3dZg,Tobacco Moravia s.r.o.,"Husova 167/7, 602 00 Brno-střed-Staré Brno, Czechia",,,775 882 116,CZ,"store, point_of_interest, establishment"
ChIJ3xrxKKKTC0cRF08SqmbO3x8,PEAL Inc.,"U Plynárny 412/101, 101 00 Praha 10, Czechia",,http://www.peal.cz/,272 774 153,CZ,"wholesaler, service, point_of_interest, food, establishment"
ChIJrYqdO6KEEkcRZtgetAkhzdQ,Phenix trade s.r.o.,"Králova, 666 01 Tišnov-Tišnov 1, Czechia",,http://www.karibske-doutniky.cz/,602 710 220,CZ,"store, point_of_interest, establishment"
ChIJ8e0SSbEBE0cRd9gsTog4B50,"GGT CZ, a.s.","Křenovice 235, 752 01 Křenovice, Czechia",Křenovice,http://www.ggtabak.cz/,354 354 354,CZ,"wholesaler, service, point_of_interest, establishment"
