id,nazwa_firmy,adres,miasto,www,telefon,kraj,types
ChIJqTCDH5HWZUcRu1h8KhVud8k,Ecigarete.hr,"Dobojska ul. 36b, 10000, Zagreb, Croatia",Zagreb,http://www.ecigarete.hr/,0800 660 066,HR,"store, point_of_interest, establishment"
ChIJzwfgjffWZUcRUwVOVzgpna0,"VAPE SHOP - E-tekućine, grijači, e-cigarete","Avenija Dubrovnik 46, 10000, Zagreb, Croatia",Zagreb,https://www.vapeshop.hr/,091 202 5769,HR,"store, point_of_interest, establishment"
ChIJOQwDxR7XZUcRZXKNazqDH0I,JP GOLD - Just Perfect,"Avenija Dubrovnik 46, 10000, Zagreb, Croatia",Zagreb,https://jpgold.hr/,01 6611 598,HR,"store, point_of_interest, establishment"
ChIJqUKUwRXRZUcR2-YjmqzsLkw,E-shop prodaja d.o.o.,"Samoborska cesta 145 Lokal 60, Kineski Zid, 10090, Stenjevec, Zagreb, Croatia",Zagreb,https://shop.eshophrvatska.com/,097 673 7157,HR,"store, point_of_interest, wholesaler, service, establishment"
ChIJXfzm27J5ZkcRGa-DqnjRhm8,Land-Shop (želim kupiti d.o.o),"Dubrava 163, 10040, Zagreb, Croatia",Zagreb,http://www.land-shop.eu/,092 374 5000,HR,"store, point_of_interest, establishment"
ChIJaa75Wf_XZUcRTCwUeqfms7E,Kaufland Peščenica,"Planinska ul. 2F, 10000, Zagreb, Croatia",Zagreb,https://www.kaufland.hr/?cid=HR:loc:google_1629118921040,0800 223 223,HR,"supermarket, discount_supermarket, grocery_store, bakery, food_store, food, store, point_of_interest, establishment"
ChIJI8k7S0zRZUcR-fEPbLC0gyE,Kaufland Zagreb-Jablanska,"Jablanska ul. 80, 10000, Zagreb, Croatia",Zagreb,https://www.kaufland.hr/?cid=HR:loc:google_1629118921040,0800 223 223,HR,"supermarket, discount_supermarket, grocery_store, bakery, food_store, food, store, point_of_interest, establishment"
ChIJqy33dGrXZUcRWeviy-iaFHg,Superishka Shop,"Novoselska ul. 27, 10040, Zagreb, Croatia",Zagreb,http://www.superishkashop.com/,,HR,"store, point_of_interest, establishment"
ChIJPWyuWz9yV0cRudQ0d0-Ws34,Cartel Shop,"Miloša Obilića 2, Čačak 32000, Serbia",Čačak,https://cartel.rs/,066 5500557,HR,"manufacturer, store, point_of_interest, wholesaler, service, establishment"
ChIJI_GAeLHXZUcRuTWJLBu8bIc,Kaufland Hrvatska k.d.,"Donje Svetice 14, 10000, Zagreb, Croatia",Zagreb,https://www.kaufland.hr/impressum.html,01 2353 555,HR,"corporate_office, point_of_interest, establishment"
ChIJs8yGb5bPZUcR1iaNzLa7lbA,Kaufland Zapresic,"Ruševje 1, 10290, Zaprešić, Croatia",Zaprešić,https://www.kaufland.hr/?cid=HR:loc:google_1629118921040,0800 223 223,HR,"supermarket, discount_supermarket, grocery_store, bakery, food_store, food, store, point_of_interest, establishment"
ChIJiYiEhenVZUcR-y1JXMJiTnE,Njuškalo,"Miroslava Miholića 2, 10000, Zagreb, Croatia",Zagreb,http://www.njuskalo.hr/,01 6500 953,HR,"point_of_interest, establishment"
ChIJsd1D4PXWZUcRB4_EWT2FE60,Državni inspektorat,"Ul. Pavla Šubića 29, 10000, Zagreb, Croatia",Zagreb,https://inspektorat.gov.hr/,01 2375 100,HR,"local_government_office, government_office, point_of_interest, establishment"
