id,nazwa_firmy,adres,miasto,www,telefon,kraj,types
ChIJ533s0cTRrBQRgKVyUBAXc_k,M Tobacco LTD.,"TsentarPlovdiv Center, ul. ""Mladezhka"" 26, 4002 Plovdiv, Bulgaria",Plovdiv,http://www.mtobacco.bg/,032 642 441,BG,"manufacturer, point_of_interest, establishment"
ChIJR-rmwmknpkARsRnqO8o2m7k,Vimex,"Промишлена Зона, 8800 Сливен, Bulgaria",Сливен,http://vimeks-bg.com/,089 843 5408,BG,"store, point_of_interest, establishment"
ChIJrZUJxLbRrBQRRu_fZTCce30,Почистващи продукти Пловдив | ЕвърКлийн ООД,"ул, 4004 Plovdiv, Bulgaria",Plovdiv,http://evercleanbg.com/,087 967 7911,BG,"supplier, manufacturer, point_of_interest, establishment"
ChIJ-XmbP0yLq0ARYLGcQIEB_B8,Фото Виктория,"Pleven Center, bul. ""Danail Popov"" 6, 5801 Pleven, Bulgaria",Pleven,https://photovictoria-bg.com/,088 265 0059,BG,"home_goods_store, electronics_store, store, service, point_of_interest, establishment"
ChIJBT1FH1uFqkARWrE9MsMzGN8,Bazar.BG,"Old City Center, ul. ""Carnegie"" 11A, 1000 Sofia, Bulgaria",Sofia,https://bazar.bg/,02 969 9173,BG,"service, point_of_interest, establishment"
ChIJdxXWlBHRrBQRKcGECySztGE,Машини-Инструменти,"4000, KarshiakaSeveren, bul. ""Maritsa"" 41, 4000 Plovdiv, Bulgaria",Plovdiv,,087 666 4633,BG,"building_materials_store, store, service, point_of_interest, establishment"
ChIJ3XiLX45qqEARNlJPrtTDG8c,Chahov Ltd,"ул. Иванка Терзиева 44, 6065 Bogomilovo, Bulgaria",Bogomilovo,http://www.chahov.com/,088 833 4043,BG,"general_contractor, service, point_of_interest, establishment"
ChIJc8TxRc-FqkAR2Q3_pedHjDY,JOBS.BG,"Sofia Center, ul. ""Rayko Alexiev"" 26, 1113 Sofia, Bulgaria",Sofia,https://www.jobs.bg/,02 439 2222,BG,"association_or_organization, point_of_interest, establishment"
ChIJJz62NACFqkAR6HW13EWvxiU,olx.bg,"Sofia Center, ul. ""Angel Kanchev"" 1, ет. 3, 1000, 1000 Sofia, Bulgaria",Sofia,http://www.olx.bg/,,BG,"corporate_office, point_of_interest, establishment"
ChIJteCscEiWqUAROKEotnZY2ao,Triovet,"гр, кв. Розова долина, ul. ""Vasil Karaivanov"" № 81, 4300 Karlovo, Bulgaria",Karlovo,http://www.triovet.bg/,033 555 555,BG,"pharmacy, veterinary_care, pet_care, store, health, point_of_interest, establishment"
ChIJW9zjVyDOrBQRtvqozzRYoE8,Ауто Питроник ЕООД,"Severen, Str. ""Pazardzhik shose"" 7, 4027 Plovdiv, Bulgaria",Plovdiv,http://auto-pitronic.com/,032 968 933,BG,"car_repair, service, point_of_interest, establishment"
ChIJH46Hg3qTpkARFmu2zSYM-wk,Elmeks Group Ltd.,"Northern Industrial Zone, bul. “Yanko Komitov” 20, 8000 Burgas, Bulgaria",Burgas,http://www.elmexgroup.com/,088 840 7330,BG,"service, point_of_interest, establishment"
ChIJTwKSZ7HRrBQRd8zlzc8wfew,Служба по трудова медицина Пловдив - Булнорм-1 ЕООД,"TsentarPlovdiv Center, ul. ""Ivan Vazov"" 40, 4000 Plovdiv, Bulgaria",Plovdiv,https://стм-булнорм.ею/,089 923 3595,BG,"insurance_agency, medical_clinic, health, service, point_of_interest, establishment"
ChIJZ-sIR0TPrBQR8EXSwPpV108,ГАЛВАНОТЕХ EООД ПЛОВДИВ,"86, Zapaden, 4015 Plovdiv, Bulgaria",Plovdiv,http://www.galvanoteh-plovdiv.webnode.com/,088 867 5877,BG,"corporate_office, point_of_interest, establishment"
