id,nazwa_firmy,adres,miasto,www,telefon,kraj,types
ChIJfzIIZm2FqkARJ2zcvC75lsc,BEST CIGARS - магазин за премиум пури и алкохол,"Sofia Center, Solunska Street 6, 1000 Sofia, Bulgaria",Sofia,http://bestcigars.bg/,087 890 9807,BG,"liquor_store, store, point_of_interest, establishment"
ChIJy5hE696FqkARmp3bohVzvqQ,Tobacco Distribution,"промишлена зона Илиянци, bul. ""Rozhen"" 41V, 1202 Sofia, Bulgaria",Sofia,http://www.tobacco.bg/,087 933 6630,BG,"store, point_of_interest, establishment"
ChIJh_Tb7tuFqkAR0H0xfmYU9Hs,Cigar Nomads Sofia tobacco shop,"Old City Center, ul. ""Knyaz Boris I"" 77, 1000 Sofia, Bulgaria",Sofia,http://cigarnomads.bg/,02 444 8181,BG,"store, point_of_interest, establishment"
ChIJkXbNidOFqkARGlRB_Guf1IM,Non-Stop My Shop - Alcohol & Tobacco 1,"Old City Center, Hristo Botev Blvd 60, 1303 Sofia, Bulgaria",Sofia,https://instagram.com/my.shop.alcohol.and.tobacco?utm_medium=copy_link,,BG,"supermarket, coffee_shop, cafe, market, grocery_store, food_store, store, food, point_of_interest, establishment"
ChIJx-Q3rW6FqkAR2476avoWgaE,Tobacco shop,"Sofia Center, bul. ""Vitosha"" 9, 1000 Sofia, Bulgaria",Sofia,,088 506 8616,BG,"store, point_of_interest, establishment"
ChIJhRLUv5OGqkARl9v0ywKqgpY,British Amerikan Tabako Sofia,"м. Къро, Boulevard ""Tsarigradsko shose"" 115и, 1784 Sofia, Bulgaria",Sofia,,02 976 9890,BG,"wholesaler, store, point_of_interest, service, establishment"
ChIJOXNF_UOFqkARcP-E_SFAgw0,Tabacchi,"Sofia Center, ""Aleksandar Stamboliyski"" Blvd 84, 1303 Sofia, Bulgaria",Sofia,,089 992 3817,BG,"liquor_store, store, food, point_of_interest, establishment"
ChIJf5eqBxuGqkARaGDGjh82juU,FIB Trade,"Летище София, ul. ""Prodan Tarakchiev"" 10, 1540 Sofia, Bulgaria",Sofia,https://www.fibtrade.org/,02 973 8382,BG,"wholesaler, shopping_mall, liquor_store, store, point_of_interest, service, establishment"
ChIJSxYP-d2DqkARwePc3L-VcxA,CorojoClubCigarShop,"в.з. БоянаVitosha, ul. ""Kumata"" 36, 1616 Sofia, Bulgaria",Sofia,https://www.corojoclub.com/,088 647 0050,BG,"store, point_of_interest, establishment"
ChIJ226cD56FqkAR1kxnKiTNCD4,Табако шоп,"Sofia Center, bul.""Stefan Stambolov"" 46, 1202 Sofia, Bulgaria",Sofia,,,BG,"store, point_of_interest, establishment"
ChIJj_Hd6wqFqkARiSTPpDPHYGM,nargile.bg - Магазин за наргилета и тютюни,"Old City Center, bul. ""Patriarh Evtimiy"" 77, 1463 Sofia, Bulgaria",Sofia,http://www.nargile.bg/,087 711 0001,BG,"store, point_of_interest, establishment"
ChIJ555Pn16EqkARY3MeCGUGVT8,Imperial Brands Bulgaria,"Промишлена зона Хладилника, ul. Atanas Dukov 1, ет. 8, 1407 Sofia, Bulgaria",Sofia,http://www.imperial-tobacco.com/,02 964 0195,BG,"corporate_office, point_of_interest, establishment"
ChIJzYmgRuqEqkARAGUaCUNnA7Q,Premium Cigars&Tobacco,"Manastirski Livadi, blvd. ""Bulgaria"" 69, 1000 Sofia, Bulgaria",Sofia,http://www.kalimancaribe.com/bg/,088 840 0670,BG,"store, point_of_interest, establishment"
ChIJyWalP5uFqkARLTBZ4l4S5lc,Alcohol Center,"Pette Kyosheta, Pencho Slaveykov Boulevard 5, 1606 Sofia, Bulgaria",Sofia,https://bohemi.shop/,087 950 6850,BG,"liquor_store, store, food, point_of_interest, service, establishment"
ChIJkX4JruCFqkARRC79p5nZP9U,CIGAR HOUSE,"DragalevtsiVitosha, bul. ""Cherni vrah"" 206, 1415 Sofia, Bulgaria",Sofia,,087 989 7919,BG,"store, point_of_interest, establishment"
ChIJ3R7dSDWbqkAR7yomcYotjeI,Tabacco Traiding International,"кв. Овча купел, ul. ""Angelov vrah"" 22, 1618 Sofia, Bulgaria",Sofia,http://ttibulgaria.com/,02 955 7403,BG,"point_of_interest, service, establishment"
ChIJWQ6V1SiFqkARY3_rmvZS26s,Aficionado Cigar Shops,"Промишлена зона Хладилника, ul. ""Emiliyan Stanev"" 1, 1407 Sofia, Bulgaria",Sofia,http://www.midas-bg.com/,088 750 7031,BG,"store, point_of_interest, establishment"
ChIJQSZyAnSFqkARc9A4VHeMvfo,LA CASA DEL HABANO INTERCONTINENTAL SOFIA,"Old City Center, pl. ""Narodno sabranie"" 4, 1000 Sofia, Bulgaria",Sofia,http://www.kalimancaribe.com/bg/,088 727 3597,BG,"store, point_of_interest, establishment"
ChIJUfLeaUGFqkARE4jzGZUWqkA,La Casa Del Habano,"Zona B-5, ""Aleksandar Stamboliyski"" Blvd 101, 1000 Sofia, Bulgaria",Sofia,http://www.kalimancaribe.com/bg/,088 951 3798,BG,"store, point_of_interest, establishment"
ChIJuyl2qSKFqkARYWL-FeU2jOM,BEST CIGARS Lounge & Shop,"Geo Milev, ul. ""Liditse"" 2, 1113 Sofia, Bulgaria",Sofia,http://bestcigars.bg/,087 890 9807,BG,"bar, store, point_of_interest, establishment"
