id,nazwa_firmy,adres,miasto,www,telefon,kraj,types
ChIJ3YmMsAl9yUARVuJGKzecNmA,Casa del Tabaco,"Strada Tiraspol 5, MD-2001, Chișinău, Moldova",Chișinău,https://tabakmd.com/ro,0798 89 555,MD,"store, point_of_interest, establishment"
ChIJyTjCkOd9yUAR54xTXjB28KE,Tabacco House,"Strada Albişoara 4, Chișinău, Moldova",Chișinău,https://tabacco.md/,0610 00 935,MD,"store, point_of_interest, establishment"
ChIJaX42TGt8yUARae5R6bn328U,Tutun-CTC,"Strada Ismail 116, MD-2023, Chișinău, Moldova",Chișinău,,022 570 800,MD,"manufacturer, point_of_interest, wholesaler, service, establishment"
ChIJOfkYPIx5yUAR06FVeT-qa8c,Tabacco House (Independenței),"Strada Independenței 15/2, Chișinău, Moldova",Chișinău,https://tabaccomd.com/,0610 00 935,MD,"store, point_of_interest, establishment"
ChIJm8QtniJ9yUAR6KZ_Y5DM_ms,Tabacco House,"Bulevardul Ștefan cel Mare și Sfînt 136, Chișinău, Moldova",Chișinău,https://tabacco.md/,0610 00 935,MD,"store, point_of_interest, establishment"
ChIJd2ySbOR5yUARdA4L7PPZmOY,Casa del Tabaco,"Bulevardul Dacia 44, MD-2062, Chișinău, Moldova",Chișinău,https://tabakmd.com/ro,0793 95 900,MD,"store, point_of_interest, establishment"
ChIJywMuIAt9yUARi4raZv65hGg,Tabacco House (Varlaam),"Chisinau MD, Strada Mitropolit Varlaam 63, MD-2075, Chișinău, Moldova",Chișinău,https://tabacco.md/,0610 00 935,MD,"store, point_of_interest, establishment"
ChIJ2_6ubFt9yUARnJSqh7H0Fac,Magazin Fadi,"Bld. Grigore Vieru 13 Chisinau, MD-2005, Chișinău, Moldova",Chișinău,http://narghileashop.com/,0684 14 677,MD,"store, point_of_interest, establishment"
ChIJrSirAqx9yUARd40Bt8U8rBo,Tutunmd,"Strada Mitropolit Varlaam 58, Chișinău, Moldova",Chișinău,http://tabac.md/,0603 89 413,MD,"store, point_of_interest, establishment"
ChIJs7xkaMB9yUARlZ7Ls1iDhE4,Casa del Tabaco,"Chișinău MD, Strada Grigore Alexandrescu 2, MD-2008, Chișinău, Moldova",Chișinău,https://tabakmd.com/ro,0799 44 022,MD,"store, point_of_interest, establishment"
ChIJASzRqs9ny0ARXdB1CJxi47w,Tabaks.md,"31 August 24/ C, MD-3100, Bălți, Moldova",Bălți,http://www.tabaksmd.com/,0685 34 547,MD,"store, point_of_interest, establishment"
ChIJFVHKrHfvy0ARguTcwdQCsT4,International Tobacco SRL,"strada Constantin Negruzzi 99a, MD-3502, Orhei, Moldova",Orhei,,022 009 300,MD,"manufacturer, point_of_interest, establishment"
